proposal_id,obj_id,user_ra,user_dec,user_epoch,tract,patch,object_type_name,input_catalog_name,input_catalog_obj_id
S21B-EN01,42688002077493745,351.1773388402814,0.5092845346639309,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077493745
S21B-EN01,42688002077494376,351.1019923347943,0.5217240244504094,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077494376
S21B-EN01,42688002077495774,351.01982106017533,0.5496749330873514,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077495774
S21B-EN01,42688002077496497,351.20160247343125,0.5649232232101091,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077496497
S21B-EN01,42688002077497317,351.109006810762,0.5818757907823339,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077497317
S21B-EN01,42688002077499136,351.06374821807395,0.620549040754713,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077499136
S21B-EN01,42688002077513090,351.0945863458393,0.4794805464314824,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077513090
S21B-EN01,42688002077513363,351.12523943393154,0.4856652813677656,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077513363
S21B-EN01,42688002077513737,351.1921755021957,0.4927266329503932,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077513737
S21B-EN01,42688002077513899,351.1976121719528,0.4889428070499785,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077513899
S21B-EN01,42688002077514092,351.07197531608006,0.491880121502172,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077514092
S21B-EN01,42688002077516744,351.08544437189926,0.5278515013237931,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077516744
S21B-EN01,42688002077518716,351.08100247261297,0.5541129480407287,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077518716
S21B-EN01,42688002077518965,351.08356073813354,0.5577356562311442,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077518965
S21B-EN01,42688002077518995,351.1437508168741,0.5577366355162529,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077518995
S21B-EN01,42688002077519311,351.1474648080702,0.5725820080812921,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077519311
S21B-EN01,42688002077519393,351.1066295559492,0.5635108199468172,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077519393
S21B-EN01,42688002077519458,351.04831945711214,0.5649529301711924,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077519458
S21B-EN01,42688002077519910,351.1591515621019,0.5735323016793209,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077519910
S21B-EN01,42688002077520244,351.1493693672301,0.5781157149835885,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077520244
S21B-EN01,42688002077520472,351.1391492495748,0.5836052490052821,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077520472
S21B-EN01,42688002077521172,351.1759219003127,0.5904985487250346,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077521172
S21B-EN01,42688002077521958,351.13462465147376,0.604662861010486,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077521958
S21B-EN01,42688002077523580,351.12856130202084,0.6229951787227479,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077523580
S21B-EN01,42688002077523641,351.16861820373305,0.6221830561664403,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077523641
S21B-EN01,42688002077523746,351.0584169915699,0.6248433904197753,J2000.0,9706,403,galaxy,hscssp_pdr3,42688002077523746
S21B-EN01,42688006372460439,351.1555446223626,0.6967490902804842,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372460439
S21B-EN01,42688006372461570,351.11912868242547,0.7262664297712513,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372461570
S21B-EN01,42688006372461794,351.0775230940262,0.732029988770766,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372461794
S21B-EN01,42688006372461850,351.12679895879194,0.733606217269852,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372461850
S21B-EN01,42688006372462652,351.0828545799251,0.7549628595218574,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372462652
S21B-EN01,42688006372463021,351.0191259558264,0.7653073184110573,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372463021
S21B-EN01,42688006372463098,351.15962176448835,0.7678477478692238,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372463098
S21B-EN01,42688006372463849,351.0909200314612,0.7898622015776496,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372463849
S21B-EN01,42688006372464174,351.0856172690056,0.7988188684532079,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372464174
S21B-EN01,42688006372464312,351.1371246557682,0.8030819402642368,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372464312
S21B-EN01,42688006372464609,351.1123813403673,0.8125839532890262,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372464609
S21B-EN01,42688006372465257,351.1288757140147,0.8320623229702283,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372465257
S21B-EN01,42688006372478289,351.1466395289815,0.6733505147765676,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372478289
S21B-EN01,42688006372478564,351.1079152388366,0.6793709119163247,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372478564
S21B-EN01,42688006372479482,351.0924799987854,0.701730120268518,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372479482
S21B-EN01,42688006372480591,351.0209023519054,0.71941548970691,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372480591
S21B-EN01,42688006372483757,351.1337429217484,0.788732394777905,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372483757
S21B-EN01,42688006372484049,351.07540728944724,0.7932993183231783,J2000.0,9706,404,galaxy,hscssp_pdr3,42688006372484049
